customerid,totalTransactions,monetary,timeDiff,Fscore,Mscore,Rscore,RFMscore,RFMcell
12414.0,18,562.41,744.0,2.0,3.0,3.0,2.6666666666666665,"[2.0, 3.0, 3.0]"
12415.0,778,123725.45,300.6066666666667,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
12417.0,198,3578.8,708.2513888888889,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12418.0,34,668.58,0.0,3.0,3.0,0.0,2.0,"[3.0, 3.0, 0.0]"
12420.0,29,600.39,0.0,2.0,3.0,0.0,1.6666666666666667,"[2.0, 3.0, 0.0]"
12421.0,46,806.27,1457.9933333333333,3.0,3.0,4.0,3.3333333333333335,"[3.0, 3.0, 4.0]"
12422.0,39,803.5600000000001,1832.1944444444446,3.0,3.0,5.0,3.6666666666666665,"[3.0, 3.0, 5.0]"
12423.0,126,1849.11,941.2518518518518,5.0,4.0,3.0,4.0,"[5.0, 4.0, 3.0]"
12424.0,30,1760.96,0.0,2.0,4.0,0.0,2.0,"[2.0, 4.0, 0.0]"
12425.0,36,777.2,0.0,3.0,3.0,0.0,2.0,"[3.0, 3.0, 0.0]"
12426.0,30,582.73,0.0,2.0,3.0,0.0,1.6666666666666667,"[2.0, 3.0, 0.0]"
12427.0,35,708.37,1728.0133333333335,3.0,3.0,5.0,3.6666666666666665,"[3.0, 3.0, 5.0]"
12428.0,300,7877.2,515.9013888888888,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
12429.0,97,3750.4,2137.320833333333,4.0,5.0,5.0,4.666666666666667,"[4.0, 5.0, 5.0]"
12430.0,11,256.4,0.0,1.0,2.0,0.0,1.0,"[1.0, 2.0, 0.0]"
12431.0,240,6416.39,450.77037037037036,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
12432.0,108,5059.32,623.6533333333334,4.0,5.0,2.0,3.6666666666666665,"[4.0, 5.0, 2.0]"
12433.0,420,13375.87,1278.3761904761905,5.0,5.0,4.0,4.666666666666667,"[5.0, 5.0, 4.0]"
12434.0,54,765.19,1656.3583333333333,3.0,3.0,5.0,3.6666666666666665,"[3.0, 3.0, 5.0]"
12435.0,36,7829.89,2256.7166666666667,3.0,5.0,5.0,4.333333333333333,"[3.0, 5.0, 5.0]"
12436.0,16,509.01000000000005,0.0,2.0,3.0,0.0,1.6666666666666667,"[2.0, 3.0, 0.0]"
12437.0,201,4896.66,416.7035087719298,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
12438.0,98,2906.85,1511.9916666666666,4.0,5.0,5.0,4.666666666666667,"[4.0, 5.0, 5.0]"
12441.0,11,173.55,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12442.0,12,172.06,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12444.0,177,5005.46,719.8766666666667,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12445.0,4,133.4,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12446.0,58,1002.3100000000001,0.0,3.0,4.0,0.0,2.3333333333333335,"[3.0, 4.0, 0.0]"
12447.0,26,476.49,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12448.0,22,449.45,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12449.0,191,4067.29,989.5374999999999,5.0,5.0,4.0,4.666666666666667,"[5.0, 5.0, 4.0]"
12450.0,8,197.88,204.04166666666666,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0]"
12451.0,355,8933.52,1255.9305555555554,5.0,5.0,4.0,4.666666666666667,"[5.0, 5.0, 4.0]"
12452.0,23,428.57,0.7944444444444444,2.0,2.0,1.0,1.6666666666666667,"[2.0, 2.0, 1.0]"
12453.0,43,707.09,0.0,3.0,3.0,0.0,2.0,"[3.0, 3.0, 0.0]"
12455.0,90,2466.86,892.9305555555557,4.0,5.0,3.0,4.0,"[4.0, 5.0, 3.0]"
12456.0,129,3153.89,1261.3708333333334,5.0,5.0,4.0,4.666666666666667,"[5.0, 5.0, 4.0]"
12457.0,68,1917.78,394.4378787878788,4.0,4.0,2.0,3.3333333333333335,"[4.0, 4.0, 2.0]"
12458.0,38,947.4,2558.25,3.0,4.0,5.0,4.0,"[3.0, 4.0, 5.0]"
12461.0,35,826.88,723.2833333333333,3.0,3.0,3.0,3.0,"[3.0, 3.0, 3.0]"
12462.0,72,1124.01,1805.825,4.0,4.0,5.0,4.333333333333333,"[4.0, 4.0, 5.0]"
12463.0,88,1303.63,668.7047619047619,4.0,4.0,3.0,3.6666666666666665,"[4.0, 4.0, 3.0]"
12464.0,29,1212.05,897.00625,2.0,4.0,3.0,3.0,"[2.0, 4.0, 3.0]"
12465.0,51,733.89,1295.3166666666666,3.0,3.0,4.0,3.3333333333333335,"[3.0, 3.0, 4.0]"
12468.0,40,724.04,1384.0722222222223,3.0,3.0,4.0,3.3333333333333335,"[3.0, 3.0, 4.0]"
12471.0,531,18740.92,181.32857142857142,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
12472.0,391,6229.48,633.0,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12473.0,179,2848.23,432.39444444444445,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
12474.0,457,7116.47,280.8883333333333,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
12475.0,36,723.38,0.0,3.0,3.0,0.0,2.0,"[3.0, 3.0, 0.0]"
12476.0,264,6546.58,431.9758333333333,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
12477.0,308,13117.01,770.5222222222222,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12478.0,36,680.99,0.0,3.0,3.0,0.0,2.0,"[3.0, 3.0, 0.0]"
12479.0,35,477.3,62.66111111111112,3.0,2.0,1.0,2.0,"[3.0, 2.0, 1.0]"
12480.0,154,3281.63,1847.8541666666667,5.0,5.0,5.0,5.0,"[5.0, 5.0, 5.0]"
12481.0,218,5590.86,748.2060606060605,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12483.0,81,2327.13,594.6705128205128,4.0,5.0,2.0,3.6666666666666665,"[4.0, 5.0, 2.0]"
12484.0,350,4495.27,911.69375,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12488.0,55,1298.66,527.4222222222222,3.0,4.0,2.0,3.0,"[3.0, 4.0, 2.0]"
12489.0,15,334.93,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12490.0,245,5417.93,778.29,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12491.0,26,460.40000000000003,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12492.0,20,263.21000000000004,504.2,2.0,2.0,2.0,2.0,"[2.0, 2.0, 2.0]"
12493.0,23,416.79,254.46666666666667,2.0,2.0,1.0,1.6666666666666667,"[2.0, 2.0, 1.0]"
12494.0,84,1139.3500000000001,711.8194444444445,4.0,4.0,3.0,3.6666666666666665,"[4.0, 4.0, 3.0]"
12497.0,14,1043.1,0.0,1.0,4.0,0.0,1.6666666666666667,"[1.0, 4.0, 0.0]"
12498.0,23,403.70000000000005,289.1277777777778,2.0,2.0,1.0,1.6666666666666667,"[2.0, 2.0, 1.0]"
12500.0,65,4206.27,572.8102564102563,4.0,5.0,2.0,3.6666666666666665,"[4.0, 5.0, 2.0]"
12501.0,160,2089.68,252.71666666666667,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
12502.0,147,3723.87,1027.4366666666667,5.0,5.0,4.0,4.666666666666667,"[5.0, 5.0, 4.0]"
12504.0,15,114.0,72.275,2.0,1.0,1.0,1.3333333333333333,"[2.0, 1.0, 1.0]"
12506.0,23,73.5,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
12507.0,23,1258.06,985.9375,2.0,4.0,4.0,3.3333333333333335,"[2.0, 4.0, 4.0]"
12508.0,69,398.27,35.583333333333336,4.0,2.0,1.0,2.3333333333333335,"[4.0, 2.0, 1.0]"
12509.0,7,176.5,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12510.0,33,982.5699999999999,2194.0916666666667,3.0,4.0,5.0,4.0,"[3.0, 4.0, 5.0]"
12512.0,34,138.03,0.016666666666666666,3.0,1.0,1.0,1.6666666666666667,"[3.0, 1.0, 1.0]"
12513.0,36,586.79,336.95,3.0,3.0,2.0,2.6666666666666665,"[3.0, 3.0, 2.0]"
12514.0,51,1017.68,0.0,3.0,4.0,0.0,2.3333333333333335,"[3.0, 4.0, 0.0]"
12515.0,16,383.7,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12516.0,26,1312.06,1234.8,2.0,4.0,4.0,3.3333333333333335,"[2.0, 4.0, 4.0]"
12517.0,286,2464.89,647.8083333333333,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12518.0,124,2056.89,527.3833333333334,4.0,5.0,2.0,3.6666666666666665,"[4.0, 5.0, 2.0]"
12519.0,18,340.84,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12520.0,155,2582.5099999999998,776.6333333333333,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12521.0,38,599.68,0.0,3.0,3.0,0.0,2.0,"[3.0, 3.0, 0.0]"
12522.0,12,192.72,144.40833333333333,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0]"
12523.0,110,1745.57,609.3884615384616,4.0,4.0,2.0,3.3333333333333335,"[4.0, 4.0, 2.0]"
12524.0,144,4485.72,972.6166666666667,5.0,5.0,4.0,4.666666666666667,"[5.0, 5.0, 4.0]"
12526.0,71,1316.66,751.2777777777777,4.0,4.0,3.0,3.6666666666666665,"[4.0, 4.0, 3.0]"
12527.0,18,348.71000000000004,1951.9444444444446,2.0,2.0,5.0,3.0,"[2.0, 2.0, 5.0]"
12528.0,95,1922.28,909.6979166666666,4.0,4.0,3.0,3.6666666666666665,"[4.0, 4.0, 3.0]"
12530.0,68,1623.63,1330.1,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0]"
12531.0,17,125.22,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
12532.0,16,349.83000000000004,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12534.0,63,1089.18,0.0,4.0,4.0,0.0,2.6666666666666665,"[4.0, 4.0, 0.0]"
12535.0,34,716.35,1138.0083333333334,3.0,3.0,4.0,3.3333333333333335,"[3.0, 3.0, 4.0]"
12536.0,273,4106.82,249.17,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
12538.0,21,363.95,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12539.0,274,3852.5,1493.6633333333334,5.0,5.0,5.0,5.0,"[5.0, 5.0, 5.0]"
12540.0,481,13309.039999999999,432.0982456140351,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
12541.0,52,981.18,2008.3777777777777,3.0,4.0,5.0,4.0,"[3.0, 4.0, 5.0]"
12544.0,20,355.7,81.475,2.0,2.0,1.0,1.6666666666666667,"[2.0, 2.0, 1.0]"
12545.0,50,1000.39,2208.7916666666665,3.0,4.0,5.0,4.0,"[3.0, 4.0, 5.0]"
12546.0,70,1141.5,248.80555555555554,4.0,4.0,1.0,3.0,"[4.0, 4.0, 1.0]"
12547.0,8,207.79999999999998,995.9333333333333,1.0,1.0,4.0,2.0,"[1.0, 1.0, 4.0]"
12548.0,5,95.19999999999999,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12550.0,57,964.8299999999999,0.0,3.0,4.0,0.0,2.3333333333333335,"[3.0, 4.0, 0.0]"
12551.0,10,168.0,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12552.0,20,437.82,10.925,2.0,2.0,1.0,1.6666666666666667,"[2.0, 2.0, 1.0]"
12553.0,196,3652.25,550.7095238095238,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
12556.0,121,603.71,1211.7583333333334,4.0,3.0,4.0,3.6666666666666665,"[4.0, 3.0, 4.0]"
12557.0,33,11990.960000000001,1704.9299999999998,3.0,5.0,5.0,4.333333333333333,"[3.0, 5.0, 5.0]"
12559.0,22,536.21,71.87222222222222,2.0,3.0,1.0,2.0,"[2.0, 3.0, 1.0]"
12560.0,111,2101.39,827.4958333333334,4.0,5.0,3.0,4.0,"[4.0, 5.0, 3.0]"
12561.0,16,238.85,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
12562.0,168,3781.74,652.0857142857142,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12564.0,21,456.9,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12565.0,10,131.17,84.575,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0]"
12566.0,20,346.7,165.725,2.0,2.0,1.0,1.6666666666666667,"[2.0, 2.0, 1.0]"
12567.0,463,9114.94,757.0075757575759,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12569.0,191,4064.9900000000002,181.89747474747475,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
12571.0,34,519.61,982.8666666666667,3.0,3.0,4.0,3.3333333333333335,"[3.0, 3.0, 4.0]"
12572.0,62,1004.72,344.3333333333333,4.0,4.0,2.0,3.3333333333333335,"[4.0, 4.0, 2.0]"
12573.0,28,160.54000000000002,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
12574.0,11,218.45,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12576.0,89,1306.98,1075.7777777777778,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0]"
12577.0,148,595.4,1943.2791666666665,5.0,3.0,5.0,4.333333333333333,"[5.0, 3.0, 5.0]"
12578.0,120,2753.36,1902.6833333333334,4.0,5.0,5.0,4.666666666666667,"[4.0, 5.0, 5.0]"
12579.0,31,410.72,38.9,3.0,2.0,1.0,2.0,"[3.0, 2.0, 1.0]"
12580.0,24,415.7,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12581.0,15,197.71,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
12582.0,22,511.36,598.525,2.0,3.0,2.0,2.3333333333333335,"[2.0, 3.0, 2.0]"
12583.0,251,7187.34,494.6314814814815,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
12584.0,126,1893.95,369.0185185185185,5.0,4.0,2.0,3.6666666666666665,"[5.0, 4.0, 2.0]"
12585.0,97,1982.81,702.1708333333333,4.0,4.0,3.0,3.6666666666666665,"[4.0, 4.0, 3.0]"
12586.0,12,179.94,4215.441666666667,1.0,1.0,5.0,2.3333333333333335,"[1.0, 1.0, 5.0]"
12587.0,4,144.0,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12588.0,10,214.89999999999998,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12589.0,35,646.68,1391.1166666666666,3.0,3.0,4.0,3.3333333333333335,"[3.0, 3.0, 4.0]"
12590.0,70,9861.38,167.88333333333335,4.0,5.0,1.0,3.3333333333333335,"[4.0, 5.0, 1.0]"
12591.0,26,452.85,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12592.0,18,437.6,1452.6666666666667,2.0,2.0,4.0,2.6666666666666665,"[2.0, 2.0, 4.0]"
12593.0,21,418.09999999999997,881.0777777777779,2.0,2.0,3.0,2.3333333333333335,"[2.0, 2.0, 3.0]"
12594.0,119,3320.2200000000003,622.0424242424242,4.0,5.0,2.0,3.6666666666666665,"[4.0, 5.0, 2.0]"
12596.0,27,618.27,2291.8333333333335,2.0,3.0,5.0,3.3333333333333335,"[2.0, 3.0, 5.0]"
12597.0,214,3683.13,1195.1100000000001,5.0,5.0,4.0,4.666666666666667,"[5.0, 5.0, 4.0]"
12598.0,133,3002.68,733.3703703703703,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12599.0,62,1032.58,942.8714285714286,4.0,4.0,3.0,3.6666666666666665,"[4.0, 4.0, 3.0]"
12600.0,65,2581.04,748.1393939393939,4.0,5.0,3.0,4.0,"[4.0, 5.0, 3.0]"
12601.0,29,569.5600000000001,571.9416666666667,2.0,3.0,2.0,2.3333333333333335,"[2.0, 3.0, 2.0]"
12602.0,12,153.12,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12603.0,3,739.1999999999999,0.0,1.0,3.0,0.0,1.3333333333333333,"[1.0, 3.0, 0.0]"
12604.0,16,254.18,2185.016666666667,2.0,2.0,5.0,3.0,"[2.0, 2.0, 5.0]"
12609.0,60,1126.85,1920.45,4.0,4.0,5.0,4.333333333333333,"[4.0, 4.0, 5.0]"
12610.0,111,2057.99,355.9571428571429,4.0,5.0,2.0,3.6666666666666665,"[4.0, 5.0, 2.0]"
12611.0,65,1193.32,0.0,4.0,4.0,0.0,2.6666666666666665,"[4.0, 4.0, 0.0]"
12612.0,21,643.59,202.30833333333334,2.0,3.0,1.0,2.0,"[2.0, 3.0, 1.0]"
12613.0,163,3218.98,923.6333333333333,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12614.0,20,315.6,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12615.0,105,2291.19,996.3625000000001,4.0,5.0,4.0,4.333333333333333,"[4.0, 5.0, 4.0]"
12616.0,36,657.25,1018.15,3.0,3.0,4.0,3.3333333333333335,"[3.0, 3.0, 4.0]"
12617.0,42,355.53,0.0,3.0,2.0,0.0,1.6666666666666667,"[3.0, 2.0, 0.0]"
12618.0,11,177.31,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12619.0,95,3214.81,437.66923076923075,4.0,5.0,2.0,3.6666666666666665,"[4.0, 5.0, 2.0]"
12620.0,92,1339.41,1519.388888888889,4.0,4.0,5.0,4.333333333333333,"[4.0, 4.0, 5.0]"
12621.0,474,13612.07,379.8760869565217,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
12622.0,11,180.1,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12623.0,18,305.1,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12624.0,38,641.13,853.25,3.0,3.0,3.0,3.0,"[3.0, 3.0, 3.0]"
12625.0,91,2614.32,862.8166666666666,4.0,5.0,3.0,4.0,"[4.0, 5.0, 3.0]"
12626.0,307,6388.35,559.775641025641,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
12627.0,230,4478.53,445.447619047619,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
12628.0,43,769.61,360.9458333333333,3.0,3.0,2.0,2.6666666666666665,"[3.0, 3.0, 2.0]"
12630.0,64,1270.88,408.05833333333334,4.0,4.0,2.0,3.3333333333333335,"[4.0, 4.0, 2.0]"
12631.0,31,640.5,0.0,3.0,3.0,0.0,2.0,"[3.0, 3.0, 0.0]"
12633.0,103,2140.63,1099.7866666666666,4.0,5.0,4.0,4.333333333333333,"[4.0, 5.0, 4.0]"
12635.0,101,1689.18,781.175,4.0,4.0,3.0,3.6666666666666665,"[4.0, 4.0, 3.0]"
12637.0,394,5953.25,558.8166666666667,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
12638.0,39,671.69,0.0,3.0,3.0,0.0,2.0,"[3.0, 3.0, 0.0]"
12639.0,22,486.1,0.0,2.0,3.0,0.0,1.6666666666666667,"[2.0, 3.0, 0.0]"
12640.0,53,1174.58,463.95000000000005,3.0,4.0,2.0,3.0,"[3.0, 4.0, 2.0]"
12641.0,10,185.9,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12642.0,47,1013.26,657.8888888888889,3.0,4.0,3.0,3.3333333333333335,"[3.0, 4.0, 3.0]"
12643.0,24,3344.64,816.1888888888889,2.0,5.0,3.0,3.3333333333333335,"[2.0, 5.0, 3.0]"
12644.0,31,477.91,0.0,3.0,2.0,0.0,1.6666666666666667,"[3.0, 2.0, 0.0]"
12645.0,74,1755.38,1358.3,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0]"
12646.0,45,1346.97,538.6833333333333,3.0,4.0,2.0,3.0,"[3.0, 4.0, 2.0]"
12647.0,128,3669.92,640.5307692307692,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
12648.0,21,318.05,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12649.0,33,603.71,1547.9958333333334,3.0,3.0,5.0,3.6666666666666665,"[3.0, 3.0, 5.0]"
12650.0,20,314.44,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
12651.0,9,114.0,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
12652.0,51,914.53,109.00833333333334,3.0,3.0,1.0,2.3333333333333335,"[3.0, 3.0, 1.0]"
12653.0,43,2209.85,1775.9,3.0,5.0,5.0,4.333333333333333,"[3.0, 5.0, 5.0]"
